55648|48352
59422|43981
6242|44096
65416|44309
50807|44005
47915|44155
44676|44372
68741|46582
40455|46782
61527|52756
50298|52939
84397|68758
2311|67429
93198|95113
13592|94387
93129|03842
45997|94682
95909|10033
56954|97002
92895|07831
577|92235
89483|06329
55988|91518
72656|21642
30955|21287
71283|63875
29302|64922
74003|04392
34324|06225
74241|10715
34788|12141
75411|14865
43797|1746
